"DIRECTORIO","N_01","N_02","N_03","N_04","N_05","N_06_A","N_06_B","N_06_C","N_07","N_08","N_09","N_09_TEXTO","N_10_A","N_10_B","N_10_C","N_10_D","N_10_E","N_10_F","N_10_G","N_10_H","N_10_I","SECUENCIA_ENCUESTA.x.x","SECUENCIA_P.x.x","ORDEN.x.x","Depmuni","TIPO","SERVICIO","ESTRATO","TOTAL_PERSONAS","SECUENCIA_ENCUESTA.y.x","SECUENCIA_P.y.x","ORDEN.y.x","ESTADO_ENCUESTA","RECO_DIC","grupo","D_01","D_02","D_03","D_04","D_05","D_06","D_07","D_08","D_09","D_10","D_11_A","D_11_B","D_11_C","D_11_D","D_11_E","D_11_F","D_11_G","D_11_H","D_11_I","D_11_J","D_11_K","D_11_L","D_11_M","D_11_N","D_12_A","D_12_A_A","D_12_B","D_12_B_A","D_12_C","D_12_C_A","SECUENCIA_ENCUESTA.x.y","SECUENCIA_P.x.y","ORDEN.x.y","D2_01","D2_03","D2_04","D2_05","D2_05_A","D2_06","D2_07","SECUENCIA_ENCUESTA.y.y","SECUENCIA_P.y.y","ORDEN.y.y","SEXO","EDAD","PARENTESCO","PADRE","MADRE","CONSENTIMIENTO","RESULTADO","SECUENCIA_ENCUESTA","SECUENCIA_P","ORDEN","PER_SELECCIONADA"
8517,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,5266,2,1,3,7,1,1,1,NA,0,5,1,1,12,4,48,1,1,5,2,2,3,4,3,3,4,2,2,3,4,4,4,4,4,4,1,2,1,2,2,NA,1,1,1,9,1,0,7,705,1,1,1,1,1,1,32,1,2,2,1,1,1,1,1,1
8517,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,5266,2,1,3,7,1,1,1,NA,0,5,1,1,12,4,48,1,1,5,2,2,3,4,3,3,4,2,2,3,4,4,4,4,4,4,1,2,1,2,2,NA,1,1,1,9,1,0,7,705,1,1,1,1,1,1,20,10,2,2,NA,NA,5,1,5,NA
8517,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,5266,2,1,3,7,1,1,1,NA,0,5,1,1,12,4,48,1,1,5,2,2,3,4,3,3,4,2,2,3,4,4,4,4,4,4,1,2,1,2,2,NA,1,1,1,9,1,0,7,705,1,1,1,1,1,1,32,10,2,2,NA,NA,4,1,4,NA
8517,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,5266,2,1,3,7,1,1,1,NA,0,5,1,1,12,4,48,1,1,5,2,2,3,4,3,3,4,2,2,3,4,4,4,4,4,4,1,2,1,2,2,NA,1,1,1,9,1,0,7,705,1,1,1,1,1,2,28,2,2,2,NA,NA,2,1,2,NA
8517,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,5266,2,1,3,7,1,1,1,NA,0,5,1,1,12,4,48,1,1,5,2,2,3,4,3,3,4,2,2,3,4,4,4,4,4,4,1,2,1,2,2,NA,1,1,1,9,1,0,7,705,1,1,1,1,1,1,27,10,2,2,NA,NA,3,1,3,NA
8517,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,5266,2,1,3,7,1,1,1,NA,0,5,1,1,12,4,48,1,1,5,2,2,3,4,3,3,4,2,2,3,4,4,4,4,4,4,1,2,1,2,2,NA,1,1,1,9,1,0,7,705,1,1,1,1,1,2,25,10,2,2,NA,NA,7,1,7,NA
8917,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,5001,2,1,2,2,1,1,1,NA,0,5,2,2,NA,NA,NA,2,NA,3,1,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,9,2,NA,2,NA,2,1,2,9,6,0,5,511,1,1,2,1,2,1,23,3,1,2,1,1,2,1,2,1
8917,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,5001,2,1,2,2,1,1,1,NA,0,5,2,2,NA,NA,NA,2,NA,3,1,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,9,2,NA,2,NA,2,1,2,9,6,0,5,511,1,1,2,1,2,1,52,1,2,2,NA,NA,1,1,1,NA
9623,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,5001,1,1,5,1,1,1,1,NA,0,5,1,1,12,4,36,1,3,4,2,2,4,4,4,4,4,2,2,2,2,2,3,4,4,4,1,2,1,1,2,NA,1,1,1,9,6,0,6,601,1,1,1,1,1,1,27,1,2,2,1,1,1,1,1,1
11487,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,5001,1,1,3,3,1,1,1,NA,0,5,1,1,9,1,42,1,1,5,1,1,4,4,3,3,4,2,2,4,4,4,4,4,4,4,1,2,1,1,1,1,1,1,1,9,6,0,6,602,1,2,1,1,1,1,26,10,2,2,NA,NA,2,1,2,NA
11487,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,5001,1,1,3,3,1,1,1,NA,0,5,1,1,9,1,42,1,1,5,1,1,4,4,3,3,4,2,2,4,4,4,4,4,4,4,1,2,1,1,1,1,1,1,1,9,6,0,6,602,1,2,1,1,1,2,29,1,2,2,1,1,1,1,1,1
11487,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,5001,1,1,3,3,1,1,1,NA,0,5,1,1,9,1,42,1,1,5,1,1,4,4,3,3,4,2,2,4,4,4,4,4,4,4,1,2,1,1,1,1,1,1,1,9,6,0,6,602,1,2,1,1,1,1,18,10,2,2,NA,NA,3,1,3,NA
12709,3,1,2,1,1,1,NA,NA,1,1,50000,"CINCUENTA MIL",NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,1,5579,2,1,1,1,1,1,1,NA,0,5,1,2,NA,NA,NA,1,3,4,2,2,4,4,4,3,4,2,3,3,3,2,3,4,4,4,1,1,1,1,1,1,1,1,1,9,6,0,6,602,2,2,1,1,1,2,22,1,3,2,1,1,1,1,1,1
12944,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,3,5001,2,1,4,3,1,1,1,NA,0,5,1,1,6,4,40,1,3,4,2,2,4,4,4,4,2,2,3,4,4,4,4,4,4,4,2,NA,2,NA,2,NA,3,1,3,9,6,0,7,703,1,1,3,1,3,1,24,3,2,1,1,1,3,1,3,1
12944,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,3,5001,2,1,4,3,1,1,1,NA,0,5,1,1,6,4,40,1,3,4,2,2,4,4,4,4,2,2,3,4,4,4,4,4,4,4,2,NA,2,NA,2,NA,3,1,3,9,6,0,7,703,1,1,3,1,3,1,28,3,2,1,NA,NA,2,1,2,NA
12944,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,3,5001,2,1,4,3,1,1,1,NA,0,5,1,1,6,4,40,1,3,4,2,2,4,4,4,4,2,2,3,4,4,4,4,4,4,4,2,NA,2,NA,2,NA,3,1,3,9,6,0,7,703,1,1,3,1,3,2,63,1,2,2,NA,NA,1,1,1,NA
13286,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,5266,2,1,2,2,1,1,1,NA,0,5,1,7,NA,NA,NA,1,1,3,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,1,2,1,1,2,NA,2,1,2,9,6,0,5,511,1,1,2,1,2,2,48,1,3,3,NA,NA,1,1,1,NA
13286,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,5266,2,1,2,2,1,1,1,NA,0,5,1,7,NA,NA,NA,1,1,3,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,1,2,1,1,2,NA,2,1,2,9,6,0,5,511,1,1,2,1,2,1,21,3,2,1,1,1,2,1,2,1
13977,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,5266,2,1,2,3,1,1,1,NA,0,5,1,4,NA,NA,NA,1,1,3,1,1,4,4,4,3,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,9,3,2,5,511,1,2,1,1,1,1,1,3,1,1,NA,NA,3,1,3,NA
13977,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,5266,2,1,2,3,1,1,1,NA,0,5,1,4,NA,NA,NA,1,1,3,1,1,4,4,4,3,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,9,3,2,5,511,1,2,1,1,1,2,25,1,2,2,1,1,1,1,1,1
13977,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,5266,2,1,2,3,1,1,1,NA,0,5,1,4,NA,NA,NA,1,1,3,1,1,4,4,4,3,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,9,3,2,5,511,1,2,1,1,1,1,26,2,2,2,NA,NA,2,1,2,NA
15037,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,5001,1,1,2,4,1,1,1,NA,0,5,1,1,8,1,84,1,3,4,2,2,4,4,4,4,4,2,2,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,9,2,1,5,511,1,1,1,1,1,2,16,3,1,1,NA,NA,3,1,3,NA
15037,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,5001,1,1,2,4,1,1,1,NA,0,5,1,1,8,1,84,1,3,4,2,2,4,4,4,4,4,2,2,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,9,2,1,5,511,1,1,1,1,1,2,38,2,2,2,NA,NA,2,1,2,NA
15037,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,5001,1,1,2,4,1,1,1,NA,0,5,1,1,8,1,84,1,3,4,2,2,4,4,4,4,4,2,2,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,9,2,1,5,511,1,1,1,1,1,1,37,1,2,2,1,1,1,1,1,1
15037,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,5001,1,1,2,4,1,1,1,NA,0,5,1,1,8,1,84,1,3,4,2,2,4,4,4,4,4,2,2,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,9,2,1,5,511,1,1,1,1,1,1,2,3,1,1,NA,NA,4,1,4,NA
15069,3,1,2,1,1,1,NA,NA,1,1,25000,"VEINTI CINCO",NA,NA,NA,1,NA,NA,NA,NA,NA,2,1,2,5001,2,1,3,2,1,1,1,NA,0,5,1,1,6,1,60,1,1,5,2,2,4,3,4,4,4,2,1,2,4,3,4,4,4,1,1,2,1,1,1,1,2,1,2,9,6,0,3,305,1,1,2,1,2,1,24,3,2,1,1,1,2,1,2,1
15069,3,1,2,1,1,1,NA,NA,1,1,25000,"VEINTI CINCO",NA,NA,NA,1,NA,NA,NA,NA,NA,2,1,2,5001,2,1,3,2,1,1,1,NA,0,5,1,1,6,1,60,1,1,5,2,2,4,3,4,4,4,2,1,2,4,3,4,4,4,1,1,2,1,1,1,1,2,1,2,9,6,0,3,305,1,1,2,1,2,2,40,1,2,2,NA,NA,1,1,1,NA
15087,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,5001,2,1,4,1,1,1,1,NA,0,5,1,1,12,1,50,1,1,5,2,2,3,2,2,3,4,2,2,3,2,3,4,2,4,4,1,2,1,2,1,1,1,1,1,9,6,0,7,704,1,2,1,1,1,2,40,1,2,2,1,1,1,1,1,1
15180,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,5001,2,1,2,5,1,1,1,NA,0,5,2,4,NA,NA,NA,1,1,4,1,1,4,4,3,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,2,1,2,9,3,2,4,409,1,2,2,1,2,1,3,3,1,2,NA,NA,5,1,5,NA
15180,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,5001,2,1,2,5,1,1,1,NA,0,5,2,4,NA,NA,NA,1,1,4,1,1,4,4,3,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,2,1,2,9,3,2,4,409,1,2,2,1,2,1,19,3,2,1,NA,NA,3,1,3,NA
15180,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,5001,2,1,2,5,1,1,1,NA,0,5,2,4,NA,NA,NA,1,1,4,1,1,4,4,3,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,2,1,2,9,3,2,4,409,1,2,2,1,2,2,28,3,3,1,1,1,2,1,2,1
15180,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,5001,2,1,2,5,1,1,1,NA,0,5,2,4,NA,NA,NA,1,1,4,1,1,4,4,3,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,2,1,2,9,3,2,4,409,1,2,2,1,2,2,10,3,2,1,NA,NA,4,1,4,NA
15180,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,5001,2,1,2,5,1,1,1,NA,0,5,2,4,NA,NA,NA,1,1,4,1,1,4,4,3,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,2,1,2,9,3,2,4,409,1,2,2,1,2,2,48,1,3,2,NA,NA,1,1,1,NA
16532,3,1,2,2,NA,NA,NA,NA,NA,NA,8000,"OCHO MIL PESOS",NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,1,5001,1,1,3,2,1,1,1,NA,0,5,1,4,NA,NA,NA,1,1,4,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,NA,2,NA,2,NA,1,1,1,9,2,0,5,511,1,1,1,1,1,1,31,1,2,2,1,1,1,1,1,1
16532,3,1,2,2,NA,NA,NA,NA,NA,NA,8000,"OCHO MIL PESOS",NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,1,5001,1,1,3,2,1,1,1,NA,0,5,1,4,NA,NA,NA,1,1,4,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,NA,2,NA,2,NA,1,1,1,9,2,0,5,511,1,1,1,1,1,2,26,2,2,2,NA,NA,2,1,2,NA
16603,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,5001,2,1,3,2,1,1,1,NA,0,5,1,1,5,1,55,1,1,3,1,1,4,4,3,3,4,4,4,4,4,4,4,4,4,4,1,2,1,2,2,NA,1,1,1,9,2,2,5,512,1,1,1,1,1,1,35,1,2,2,1,1,1,1,1,1
16603,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,5001,2,1,3,2,1,1,1,NA,0,5,1,1,5,1,55,1,1,3,1,1,4,4,3,3,4,4,4,4,4,4,4,4,4,4,1,2,1,2,2,NA,1,1,1,9,2,2,5,512,1,1,1,1,1,2,24,2,2,2,NA,NA,2,1,2,NA
17197,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,5001,1,1,3,3,1,1,1,NA,0,5,1,3,NA,NA,NA,1,1,4,2,2,4,4,4,3,4,2,1,3,4,3,5,4,4,4,2,NA,1,9,1,1,2,1,2,9,6,0,7,702,1,1,2,1,2,2,49,1,3,3,NA,NA,1,1,1,NA
17197,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,5001,1,1,3,3,1,1,1,NA,0,5,1,3,NA,NA,NA,1,1,4,2,2,4,4,4,3,4,2,1,3,4,3,5,4,4,4,2,NA,1,9,1,1,2,1,2,9,6,0,7,702,1,1,2,1,2,1,17,3,2,1,NA,NA,3,1,3,NA
17197,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,5001,1,1,3,3,1,1,1,NA,0,5,1,3,NA,NA,NA,1,1,4,2,2,4,4,4,3,4,2,1,3,4,3,5,4,4,4,2,NA,1,9,1,1,2,1,2,9,6,0,7,702,1,1,2,1,2,1,23,3,2,1,1,1,2,1,2,1
19770,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,5001,1,1,3,1,1,1,1,NA,0,5,1,1,7,1,48,1,1,5,1,1,4,4,4,4,4,1,1,4,4,4,4,4,4,4,2,NA,1,1,2,NA,1,1,1,9,6,1,6,603,1,2,1,1,1,2,36,1,2,2,1,1,1,1,1,1
20171,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,5001,2,1,2,1,1,1,1,NA,0,5,1,1,12,1,40,1,1,3,1,2,4,4,2,3,4,2,3,3,3,4,4,4,4,4,1,2,2,NA,1,1,1,1,1,9,6,0,5,511,1,2,1,1,1,2,38,1,3,2,1,1,1,1,1,1
21805,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,5045,2,1,4,3,1,1,1,NA,0,5,2,4,NA,NA,NA,2,NA,4,1,1,4,4,3,3,4,1,1,1,3,4,4,4,4,4,1,2,1,1,2,NA,2,1,2,9,2,1,7,705,1,2,2,1,2,2,32,2,3,2,1,1,2,1,2,1
21805,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,5045,2,1,4,3,1,1,1,NA,0,5,2,4,NA,NA,NA,2,NA,4,1,1,4,4,3,3,4,1,1,1,3,4,4,4,4,4,1,2,1,1,2,NA,2,1,2,9,2,1,7,705,1,2,2,1,2,1,42,1,2,2,NA,NA,1,1,1,NA
