"DIRECTORIO","M_01","M_02","M_03","M_04","M_05","M_06","M_07","M_08","M_08_VALOR","M_08_TEXTO","M_09_A","M_09_B","M_09_C","M_09_D","M_09_E","M_09_F","M_09_G","M_09_H","M_09_I","M_10_A","M_10_B","M_10_C","M_10_D","M_10_E","M_10_F","M_10_G","M_10_H","M_10_I","M_10_J","M_10_K","M_10_L","M_10_M","M_10_N","M_10_O","SECUENCIA_ENCUESTA.x.x","SECUENCIA_P.x.x","ORDEN.x.x","Depmuni","TIPO","SERVICIO","ESTRATO","TOTAL_PERSONAS","SECUENCIA_ENCUESTA.y.x","SECUENCIA_P.y.x","ORDEN.y.x","ESTADO_ENCUESTA","RECO_DIC","grupo","D_01","D_02","D_03","D_04","D_05","D_06","D_07","D_08","D_09","D_10","D_11_A","D_11_B","D_11_C","D_11_D","D_11_E","D_11_F","D_11_G","D_11_H","D_11_I","D_11_J","D_11_K","D_11_L","D_11_M","D_11_N","D_12_A","D_12_A_A","D_12_B","D_12_B_A","D_12_C","D_12_C_A","SECUENCIA_ENCUESTA.x.y","SECUENCIA_P.x.y","ORDEN.x.y","D2_01","D2_03","D2_04","D2_05","D2_05_A","D2_06","D2_07","SECUENCIA_ENCUESTA.y.y","SECUENCIA_P.y.y","ORDEN.y.y","SEXO","EDAD","PARENTESCO","PADRE","MADRE","CONSENTIMIENTO","RESULTADO","SECUENCIA_ENCUESTA","SECUENCIA_P","ORDEN","PER_SELECCIONADA"
23432,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,11001,2,1,2,3,1,1,1,NA,0,11,1,1,6,1,53,1,1,4,2,2,4,4,3,4,4,3,4,4,3,4,4,3,4,4,1,2,1,1,1,1,2,1,2,9,2,1,5,511,1,2,2,1,2,2,10,3,1,1,NA,NA,3,1,3,NA
23432,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,11001,2,1,2,3,1,1,1,NA,0,11,1,1,6,1,53,1,1,4,2,2,4,4,3,4,4,3,4,4,3,4,4,3,4,4,1,2,1,1,1,1,2,1,2,9,2,1,5,511,1,2,2,1,2,2,28,2,3,2,1,1,2,1,2,1
23597,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,11001,1,1,3,2,1,1,1,NA,0,11,1,1,6,4,50,1,3,4,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,2,NA,1,1,1,9,3,7,3,302,1,1,1,1,1,2,66,2,3,3,NA,NA,2,1,2,NA
23597,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,11001,1,1,3,2,1,1,1,NA,0,11,1,1,6,4,50,1,3,4,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,2,NA,1,1,1,9,3,7,3,302,1,1,1,1,1,1,65,1,3,3,1,1,1,1,1,1
28161,3,1,2,2,NA,NA,1,1,1000,"MIL PESOS",NA,NA,1,NA,NA,NA,NA,NA,NA,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,11001,2,1,3,2,1,1,1,NA,0,11,1,1,12,1,48,1,1,5,2,2,3,3,3,4,4,3,3,3,4,4,4,4,4,4,1,2,1,1,1,1,1,1,1,9,2,1,6,602,1,1,1,1,1,2,24,2,2,2,NA,NA,2,1,2,NA
28161,3,1,2,2,NA,NA,1,1,1000,"MIL PESOS",NA,NA,1,NA,NA,NA,NA,NA,NA,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,11001,2,1,3,2,1,1,1,NA,0,11,1,1,12,1,48,1,1,5,2,2,3,3,3,4,4,3,3,3,4,4,4,4,4,4,1,2,1,1,1,1,1,1,1,9,2,1,6,602,1,1,1,1,1,1,28,1,3,2,1,1,1,1,1,1
31462,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,11001,2,1,6,1,1,1,1,NA,0,11,2,5,NA,NA,NA,1,1,3,2,2,4,3,3,4,4,2,4,4,4,4,4,4,4,4,1,2,1,2,2,NA,1,1,1,9,5,1,7,703,1,2,1,1,1,2,59,1,3,2,1,1,1,1,1,1
31524,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,11001,2,1,2,3,1,1,1,NA,0,11,2,2,NA,NA,NA,1,1,3,1,1,4,4,3,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,2,1,2,9,6,0,5,511,1,1,2,1,2,2,36,1,3,2,NA,NA,1,1,1,NA
31524,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,11001,2,1,2,3,1,1,1,NA,0,11,2,2,NA,NA,NA,1,1,3,1,1,4,4,3,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,2,1,2,9,6,0,5,511,1,1,2,1,2,1,18,3,2,1,1,1,2,1,2,1
31524,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,11001,2,1,2,3,1,1,1,NA,0,11,2,2,NA,NA,NA,1,1,3,1,1,4,4,3,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,2,1,2,9,6,0,5,511,1,1,2,1,2,2,0,3,2,1,NA,NA,3,1,3,NA
31631,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,11001,1,1,2,3,1,1,1,NA,0,11,1,1,8,1,60,1,1,4,2,2,3,3,4,4,4,2,2,3,4,4,4,4,4,4,1,2,1,1,1,1,1,1,1,9,2,1,4,406,1,1,1,1,1,1,4,3,1,1,NA,NA,3,1,3,NA
31631,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,11001,1,1,2,3,1,1,1,NA,0,11,1,1,8,1,60,1,1,4,2,2,3,3,4,4,4,2,2,3,4,4,4,4,4,4,1,2,1,1,1,1,1,1,1,9,2,1,4,406,1,1,1,1,1,2,20,2,2,2,NA,NA,2,1,2,NA
31631,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,11001,1,1,2,3,1,1,1,NA,0,11,1,1,8,1,60,1,1,4,2,2,3,3,4,4,4,2,2,3,4,4,4,4,4,4,1,2,1,1,1,1,1,1,1,9,2,1,4,406,1,1,1,1,1,1,22,1,2,2,1,1,1,1,1,1
35077,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,3,11001,1,1,2,4,1,1,1,NA,0,11,1,1,12,1,10,2,NA,4,1,1,4,4,5,5,5,1,1,2,3,3,4,3,4,4,1,2,1,9,1,1,3,1,3,9,5,1,4,406,1,1,3,1,3,1,61,3,2,1,NA,NA,2,1,2,NA
35077,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,3,11001,1,1,2,4,1,1,1,NA,0,11,1,1,12,1,10,2,NA,4,1,1,4,4,5,5,5,1,1,2,3,3,4,3,4,4,1,2,1,9,1,1,3,1,3,9,5,1,4,406,1,1,3,1,3,2,86,1,3,3,NA,NA,1,1,1,NA
35077,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,3,11001,1,1,2,4,1,1,1,NA,0,11,1,1,12,1,10,2,NA,4,1,1,4,4,5,5,5,1,1,2,3,3,4,3,4,4,1,2,1,9,1,1,3,1,3,9,5,1,4,406,1,1,3,1,3,1,57,3,3,1,NA,NA,4,1,4,NA
35077,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,3,11001,1,1,2,4,1,1,1,NA,0,11,1,1,12,1,10,2,NA,4,1,1,4,4,5,5,5,1,1,2,3,3,4,3,4,4,1,2,1,9,1,1,3,1,3,9,5,1,4,406,1,1,3,1,3,1,57,3,3,1,1,1,3,1,3,1
39430,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,4,11001,2,1,3,5,1,1,1,NA,0,11,2,4,NA,NA,NA,1,3,3,1,1,2,4,4,4,4,4,4,4,4,4,4,4,4,4,1,2,1,2,2,NA,4,1,4,9,4,4,4,406,1,2,4,1,4,2,47,1,3,1,NA,NA,1,1,1,NA
39430,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,4,11001,2,1,3,5,1,1,1,NA,0,11,2,4,NA,NA,NA,1,3,3,1,1,2,4,4,4,4,4,4,4,4,4,4,4,4,4,1,2,1,2,2,NA,4,1,4,9,4,4,4,406,1,2,4,1,4,2,18,3,1,1,NA,NA,3,1,3,NA
39430,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,4,11001,2,1,3,5,1,1,1,NA,0,11,2,4,NA,NA,NA,1,3,3,1,1,2,4,4,4,4,4,4,4,4,4,4,4,4,4,1,2,1,2,2,NA,4,1,4,9,4,4,4,406,1,2,4,1,4,1,57,2,3,2,NA,NA,2,1,2,NA
39430,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,4,11001,2,1,3,5,1,1,1,NA,0,11,2,4,NA,NA,NA,1,3,3,1,1,2,4,4,4,4,4,4,4,4,4,4,4,4,4,1,2,1,2,2,NA,4,1,4,9,4,4,4,406,1,2,4,1,4,2,89,8,3,3,NA,NA,5,1,5,NA
39430,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,4,11001,2,1,3,5,1,1,1,NA,0,11,2,4,NA,NA,NA,1,3,3,1,1,2,4,4,4,4,4,4,4,4,4,4,4,4,4,1,2,1,2,2,NA,4,1,4,9,4,4,4,406,1,2,4,1,4,2,64,6,3,1,1,1,4,1,4,1
41497,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,11001,3,1,3,1,1,1,1,NA,0,11,1,1,6,4,48,2,NA,4,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,2,NA,2,NA,1,1,1,9,6,3,5,512,1,1,1,1,1,1,58,1,2,2,1,1,1,1,1,1
42260,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,11001,2,1,2,4,1,1,1,NA,0,11,1,1,9,4,48,1,1,3,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,9,5,1,7,705,1,2,1,1,1,2,51,1,3,1,1,1,1,1,1,1
42260,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,11001,2,1,2,4,1,1,1,NA,0,11,1,1,9,4,48,1,1,3,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,9,5,1,7,705,1,2,1,1,1,2,93,6,3,3,NA,NA,4,1,4,NA
42260,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,11001,2,1,2,4,1,1,1,NA,0,11,1,1,9,4,48,1,1,3,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,9,5,1,7,705,1,2,1,1,1,2,28,3,3,1,NA,NA,2,1,2,NA
42260,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,11001,2,1,2,4,1,1,1,NA,0,11,1,1,9,4,48,1,1,3,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,9,5,1,7,705,1,2,1,1,1,1,28,4,2,2,NA,NA,3,1,3,NA
42356,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,11001,1,1,1,4,1,1,1,NA,0,11,1,1,8,4,45,1,3,4,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,NA,1,2,1,2,1,1,1,9,2,2,5,511,1,1,1,1,1,1,2,3,1,1,NA,NA,3,1,3,NA
42356,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,11001,1,1,1,4,1,1,1,NA,0,11,1,1,8,4,45,1,3,4,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,NA,1,2,1,2,1,1,1,9,2,2,5,511,1,1,1,1,1,1,27,1,2,2,1,1,1,1,1,1
42356,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,11001,1,1,1,4,1,1,1,NA,0,11,1,1,8,4,45,1,3,4,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,NA,1,2,1,2,1,1,1,9,2,2,5,511,1,1,1,1,1,1,0,3,1,1,NA,NA,4,1,4,NA
42356,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,11001,1,1,1,4,1,1,1,NA,0,11,1,1,8,4,45,1,3,4,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,NA,1,2,1,2,1,1,1,9,2,2,5,511,1,1,1,1,1,2,25,2,2,2,NA,NA,2,1,2,NA
42538,3,1,4,1,3,40000,40,1,2500,"DOS MIL QUINIENTOS",NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,2,1,2,1,1,1,2,2,1,1,1,2,1,3,1,3,11001,2,1,3,4,1,1,1,NA,0,11,2,4,NA,NA,NA,1,1,4,2,2,4,4,4,4,4,3,2,3,4,4,4,4,4,4,1,1,1,1,1,1,3,1,3,9,2,0,5,511,1,2,3,1,3,2,42,1,3,2,NA,NA,1,1,1,NA
42538,3,1,4,1,3,40000,40,1,2500,"DOS MIL QUINIENTOS",NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,2,1,2,1,1,1,2,2,1,1,1,2,1,3,1,3,11001,2,1,3,4,1,1,1,NA,0,11,2,4,NA,NA,NA,1,1,4,2,2,4,4,4,4,4,3,2,3,4,4,4,4,4,4,1,1,1,1,1,1,3,1,3,9,2,0,5,511,1,2,3,1,3,1,25,4,2,2,NA,NA,4,1,4,NA
42538,3,1,4,1,3,40000,40,1,2500,"DOS MIL QUINIENTOS",NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,2,1,2,1,1,1,2,2,1,1,1,2,1,3,1,3,11001,2,1,3,4,1,1,1,NA,0,11,2,4,NA,NA,NA,1,1,4,2,2,4,4,4,4,4,3,2,3,4,4,4,4,4,4,1,1,1,1,1,1,3,1,3,9,2,0,5,511,1,2,3,1,3,1,68,2,3,3,NA,NA,2,1,2,NA
42538,3,1,4,1,3,40000,40,1,2500,"DOS MIL QUINIENTOS",NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,2,1,2,1,1,1,2,2,1,1,1,2,1,3,1,3,11001,2,1,3,4,1,1,1,NA,0,11,2,4,NA,NA,NA,1,1,4,2,2,4,4,4,4,4,3,2,3,4,4,4,4,4,4,1,1,1,1,1,1,3,1,3,9,2,0,5,511,1,2,3,1,3,2,22,3,2,1,1,1,3,1,3,1
