"DIRECTORIO","N_01","N_02","N_03","N_04","N_05","N_06_A","N_06_B","N_06_C","N_07","N_08","N_09","N_09_TEXTO","N_10_A","N_10_B","N_10_C","N_10_D","N_10_E","N_10_F","N_10_G","N_10_H","N_10_I","SECUENCIA_ENCUESTA.x.x","SECUENCIA_P.x.x","ORDEN.x.x","Depmuni","TIPO","SERVICIO","ESTRATO","TOTAL_PERSONAS","SECUENCIA_ENCUESTA.y.x","SECUENCIA_P.y.x","ORDEN.y.x","ESTADO_ENCUESTA","RECO_DIC","grupo","D_01","D_02","D_03","D_04","D_05","D_06","D_07","D_08","D_09","D_10","D_11_A","D_11_B","D_11_C","D_11_D","D_11_E","D_11_F","D_11_G","D_11_H","D_11_I","D_11_J","D_11_K","D_11_L","D_11_M","D_11_N","D_12_A","D_12_A_A","D_12_B","D_12_B_A","D_12_C","D_12_C_A","SECUENCIA_ENCUESTA.x.y","SECUENCIA_P.x.y","ORDEN.x.y","D2_01","D2_03","D2_04","D2_05","D2_05_A","D2_06","D2_07","SECUENCIA_ENCUESTA.y.y","SECUENCIA_P.y.y","ORDEN.y.y","SEXO","EDAD","PARENTESCO","PADRE","MADRE","CONSENTIMIENTO","RESULTADO","SECUENCIA_ENCUESTA","SECUENCIA_P","ORDEN","PER_SELECCIONADA"
42924,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,3,17174,2,1,3,5,1,1,1,NA,0,17,2,3,NA,NA,NA,1,3,5,2,2,4,4,4,4,4,2,2,4,4,4,4,3,4,4,2,NA,1,9,2,NA,3,1,3,9,6,0,4,408,1,1,3,1,3,1,2,5,2,2,NA,NA,5,1,5,NA
42924,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,3,17174,2,1,3,5,1,1,1,NA,0,17,2,3,NA,NA,NA,1,3,5,2,2,4,4,4,4,4,2,2,4,4,4,4,3,4,4,2,NA,1,9,2,NA,3,1,3,9,6,0,4,408,1,1,3,1,3,1,8,5,2,2,NA,NA,4,1,4,NA
42924,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,3,17174,2,1,3,5,1,1,1,NA,0,17,2,3,NA,NA,NA,1,3,5,2,2,4,4,4,4,4,2,2,4,4,4,4,3,4,4,2,NA,1,9,2,NA,3,1,3,9,6,0,4,408,1,1,3,1,3,2,42,1,2,2,NA,NA,1,1,1,NA
43438,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,17174,2,1,3,2,1,1,1,NA,0,17,1,1,6,1,48,1,1,4,2,1,4,3,2,2,3,3,3,4,3,3,4,4,4,4,1,2,1,1,2,NA,1,1,1,9,5,0,4,409,2,1,1,1,1,2,76,6,2,2,NA,NA,2,1,2,NA
43438,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,17174,2,1,3,2,1,1,1,NA,0,17,1,1,6,1,48,1,1,4,2,1,4,3,2,2,3,3,3,4,3,3,4,4,4,4,1,2,1,1,2,NA,1,1,1,9,5,0,4,409,2,1,1,1,1,1,26,1,2,1,1,1,1,1,1,1
45978,3,1,2,2,NA,NA,NA,NA,NA,NA,8000,"LA PERSONA NO PAGO NADA SOLO QUE EL CAMPO NO ACEPTA CERO",NA,NA,NA,1,NA,NA,NA,NA,NA,3,1,3,17001,2,1,3,3,1,1,1,NA,0,17,2,3,NA,NA,NA,1,3,4,2,2,3,3,4,4,4,2,2,3,4,4,4,4,4,4,1,2,1,2,1,1,3,1,3,9,6,0,7,703,1,1,3,1,3,1,66,1,3,3,NA,NA,1,1,1,NA
45978,3,1,2,2,NA,NA,NA,NA,NA,NA,8000,"LA PERSONA NO PAGO NADA SOLO QUE EL CAMPO NO ACEPTA CERO",NA,NA,NA,1,NA,NA,NA,NA,NA,3,1,3,17001,2,1,3,3,1,1,1,NA,0,17,2,3,NA,NA,NA,1,3,4,2,2,3,3,4,4,4,2,2,3,4,4,4,4,4,4,1,2,1,2,1,1,3,1,3,9,6,0,7,703,1,1,3,1,3,2,68,2,3,3,NA,NA,2,1,2,NA
45978,3,1,2,2,NA,NA,NA,NA,NA,NA,8000,"LA PERSONA NO PAGO NADA SOLO QUE EL CAMPO NO ACEPTA CERO",NA,NA,NA,1,NA,NA,NA,NA,NA,3,1,3,17001,2,1,3,3,1,1,1,NA,0,17,2,3,NA,NA,NA,1,3,4,2,2,3,3,4,4,4,2,2,3,4,4,4,4,4,4,1,2,1,2,1,1,3,1,3,9,6,0,7,703,1,1,3,1,3,1,22,8,2,2,1,1,3,1,3,1
50659,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,4,17001,1,1,2,4,1,1,1,NA,0,17,2,3,NA,NA,NA,2,NA,4,1,2,4,2,5,5,5,2,2,3,4,4,4,4,4,4,1,2,1,1,1,1,4,1,4,9,6,0,6,601,2,1,4,1,4,1,76,1,3,3,NA,NA,1,1,1,NA
50659,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,4,17001,1,1,2,4,1,1,1,NA,0,17,2,3,NA,NA,NA,2,NA,4,1,2,4,2,5,5,5,2,2,3,4,4,4,4,4,4,1,2,1,1,1,1,4,1,4,9,6,0,6,601,2,1,4,1,4,2,50,3,1,1,NA,NA,3,1,3,NA
50659,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,4,17001,1,1,2,4,1,1,1,NA,0,17,2,3,NA,NA,NA,2,NA,4,1,2,4,2,5,5,5,2,2,3,4,4,4,4,4,4,1,2,1,1,1,1,4,1,4,9,6,0,6,601,2,1,4,1,4,2,81,2,3,3,NA,NA,2,1,2,NA
50659,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,4,17001,1,1,2,4,1,1,1,NA,0,17,2,3,NA,NA,NA,2,NA,4,1,2,4,2,5,5,5,2,2,3,4,4,4,4,4,4,1,2,1,1,1,1,4,1,4,9,6,0,6,601,2,1,4,1,4,1,26,5,2,1,1,1,4,1,4,1
51749,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,17001,2,1,2,4,1,1,1,NA,0,17,2,4,NA,NA,NA,1,1,3,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,2,1,2,9,5,2,3,305,1,2,2,1,2,1,1,5,2,1,NA,NA,4,1,4,NA
51749,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,17001,2,1,2,4,1,1,1,NA,0,17,2,4,NA,NA,NA,1,1,3,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,2,1,2,9,5,2,3,305,1,2,2,1,2,2,52,1,3,2,NA,NA,1,1,1,NA
51749,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,17001,2,1,2,4,1,1,1,NA,0,17,2,4,NA,NA,NA,1,1,3,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,2,1,2,9,5,2,3,305,1,2,2,1,2,2,22,3,2,1,1,1,2,1,2,1
51749,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,17001,2,1,2,4,1,1,1,NA,0,17,2,4,NA,NA,NA,1,1,3,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,2,1,2,9,5,2,3,305,1,2,2,1,2,1,7,5,2,1,NA,NA,3,1,3,NA
53497,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,5,17001,2,1,2,9,1,1,1,NA,0,17,2,4,NA,NA,NA,1,3,4,2,1,4,4,5,5,5,1,1,2,4,4,4,4,4,4,2,NA,1,1,2,NA,5,1,5,9,1,1,5,510,3,2,5,1,5,2,43,1,2,1,NA,NA,1,1,1,NA
53497,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,5,17001,2,1,2,9,1,1,1,NA,0,17,2,4,NA,NA,NA,1,3,4,2,1,4,4,5,5,5,1,1,2,4,4,4,4,4,4,2,NA,1,1,2,NA,5,1,5,9,1,1,5,510,3,2,5,1,5,1,24,3,2,1,NA,NA,4,1,4,NA
53497,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,5,17001,2,1,2,9,1,1,1,NA,0,17,2,4,NA,NA,NA,1,3,4,2,1,4,4,5,5,5,1,1,2,4,4,4,4,4,4,2,NA,1,1,2,NA,5,1,5,9,1,1,5,510,3,2,5,1,5,2,26,3,2,1,NA,NA,3,1,3,NA
53497,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,5,17001,2,1,2,9,1,1,1,NA,0,17,2,4,NA,NA,NA,1,3,4,2,1,4,4,5,5,5,1,1,2,4,4,4,4,4,4,2,NA,1,1,2,NA,5,1,5,9,1,1,5,510,3,2,5,1,5,1,22,4,2,3,NA,NA,6,1,6,NA
53497,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,5,17001,2,1,2,9,1,1,1,NA,0,17,2,4,NA,NA,NA,1,3,4,2,1,4,4,5,5,5,1,1,2,4,4,4,4,4,4,2,NA,1,1,2,NA,5,1,5,9,1,1,5,510,3,2,5,1,5,2,22,3,2,1,1,1,5,1,5,1
53497,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,5,17001,2,1,2,9,1,1,1,NA,0,17,2,4,NA,NA,NA,1,3,4,2,1,4,4,5,5,5,1,1,2,4,4,4,4,4,4,2,NA,1,1,2,NA,5,1,5,9,1,1,5,510,3,2,5,1,5,1,27,3,2,1,NA,NA,2,1,2,NA
53497,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,5,17001,2,1,2,9,1,1,1,NA,0,17,2,4,NA,NA,NA,1,3,4,2,1,4,4,5,5,5,1,1,2,4,4,4,4,4,4,2,NA,1,1,2,NA,5,1,5,9,1,1,5,510,3,2,5,1,5,2,6,5,1,1,NA,NA,7,1,7,NA
53497,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,5,17001,2,1,2,9,1,1,1,NA,0,17,2,4,NA,NA,NA,1,3,4,2,1,4,4,5,5,5,1,1,2,4,4,4,4,4,4,2,NA,1,1,2,NA,5,1,5,9,1,1,5,510,3,2,5,1,5,2,64,6,3,3,NA,NA,9,1,9,NA
53497,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,5,17001,2,1,2,9,1,1,1,NA,0,17,2,4,NA,NA,NA,1,3,4,2,1,4,4,5,5,5,1,1,2,4,4,4,4,4,4,2,NA,1,1,2,NA,5,1,5,9,1,1,5,510,3,2,5,1,5,1,0,5,1,1,NA,NA,8,1,8,NA
53885,3,1,1,2,NA,NA,NA,NA,NA,NA,8000,"OCHO MIL PESOS",NA,NA,NA,1,NA,NA,NA,NA,NA,2,1,2,17001,2,1,2,2,1,1,1,NA,0,17,1,1,12,1,40,1,1,5,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,NA,1,2,2,NA,2,1,2,9,6,0,7,705,2,1,2,1,2,1,25,2,2,1,1,1,2,1,2,1
53885,3,1,1,2,NA,NA,NA,NA,NA,NA,8000,"OCHO MIL PESOS",NA,NA,NA,1,NA,NA,NA,NA,NA,2,1,2,17001,2,1,2,2,1,1,1,NA,0,17,1,1,12,1,40,1,1,5,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,NA,1,2,2,NA,2,1,2,9,6,0,7,705,2,1,2,1,2,2,44,1,2,2,NA,NA,1,1,1,NA
54549,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,17001,2,1,4,1,1,1,1,NA,0,17,1,1,12,1,48,2,NA,4,2,2,4,4,3,3,3,1,1,3,1,1,2,4,4,4,1,2,1,2,1,2,1,1,1,9,6,1,6,602,1,1,1,1,1,1,29,1,2,2,1,1,1,1,1,1
54764,3,1,1,1,1,NA,1,NA,NA,2,13000,"TRECE MIL",NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,1,17001,2,1,5,2,1,1,1,NA,0,17,1,1,12,2,48,1,1,4,2,2,4,4,4,4,4,2,2,2,4,4,4,4,4,4,1,1,1,1,2,NA,1,1,1,9,2,0,7,703,1,1,1,1,1,1,28,1,2,2,1,1,1,1,1,1
54764,3,1,1,1,1,NA,1,NA,NA,2,13000,"TRECE MIL",NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,1,17001,2,1,5,2,1,1,1,NA,0,17,1,1,12,2,48,1,1,4,2,2,4,4,4,4,4,2,2,2,4,4,4,4,4,4,1,1,1,1,2,NA,1,1,1,9,2,0,7,703,1,1,1,1,1,2,26,2,2,2,NA,NA,2,1,2,NA
55127,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,4,17001,1,1,2,4,1,1,1,NA,0,17,2,3,NA,NA,NA,1,1,4,1,2,3,4,4,2,4,1,1,3,4,4,4,4,4,4,1,2,1,1,1,1,4,1,4,9,6,0,5,510,NA,NA,4,1,4,1,17,5,2,1,1,1,4,1,4,1
55127,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,4,17001,1,1,2,4,1,1,1,NA,0,17,2,3,NA,NA,NA,1,1,4,1,2,3,4,4,2,4,1,1,3,4,4,4,4,4,4,1,2,1,1,1,1,4,1,4,9,6,0,5,510,NA,NA,4,1,4,1,36,3,2,1,NA,NA,3,1,3,NA
55127,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,4,17001,1,1,2,4,1,1,1,NA,0,17,2,3,NA,NA,NA,1,1,4,1,2,3,4,4,2,4,1,1,3,4,4,4,4,4,4,1,2,1,1,1,1,4,1,4,9,6,0,5,510,NA,NA,4,1,4,2,43,3,2,1,NA,NA,2,1,2,NA
55127,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,4,17001,1,1,2,4,1,1,1,NA,0,17,2,3,NA,NA,NA,1,1,4,1,2,3,4,4,2,4,1,1,3,4,4,4,4,4,4,1,2,1,1,1,1,4,1,4,9,6,0,5,510,NA,NA,4,1,4,2,73,1,3,3,NA,NA,1,1,1,NA
55700,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,17001,2,1,6,1,1,1,1,NA,1,17,1,1,12,1,60,1,1,4,1,1,4,4,4,4,4,1,1,2,4,4,4,4,4,4,1,2,1,2,2,NA,1,1,1,9,6,0,7,705,1,2,1,1,1,2,29,1,2,2,1,1,1,1,1,1
55974,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,3,17001,2,1,3,4,1,1,1,NA,0,17,2,3,NA,NA,NA,1,1,3,2,2,4,2,4,4,4,2,2,3,4,4,4,4,4,4,2,NA,2,NA,2,NA,3,1,3,9,6,0,5,511,2,2,3,1,3,2,41,2,2,2,NA,NA,2,1,2,NA
55974,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,3,17001,2,1,3,4,1,1,1,NA,0,17,2,3,NA,NA,NA,1,1,3,2,2,4,2,4,4,4,2,2,3,4,4,4,4,4,4,2,NA,2,NA,2,NA,3,1,3,9,6,0,5,511,2,2,3,1,3,1,21,3,1,1,1,1,3,1,3,1
55974,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,3,17001,2,1,3,4,1,1,1,NA,0,17,2,3,NA,NA,NA,1,1,3,2,2,4,2,4,4,4,2,2,3,4,4,4,4,4,4,2,NA,2,NA,2,NA,3,1,3,9,6,0,5,511,2,2,3,1,3,1,48,1,2,2,NA,NA,1,1,1,NA
55974,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,3,17001,2,1,3,4,1,1,1,NA,0,17,2,3,NA,NA,NA,1,1,3,2,2,4,2,4,4,4,2,2,3,4,4,4,4,4,4,2,NA,2,NA,2,NA,3,1,3,9,6,0,5,511,2,2,3,1,3,1,11,3,2,1,NA,NA,4,1,4,NA
55991,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,17001,2,1,3,2,1,1,1,NA,0,17,2,3,NA,NA,NA,1,1,4,1,2,2,4,4,4,4,2,2,2,2,2,2,2,2,2,2,NA,2,NA,2,NA,1,1,1,9,6,0,7,702,1,1,1,1,1,1,21,8,2,2,NA,NA,2,1,2,NA
55991,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,17001,2,1,3,2,1,1,1,NA,0,17,2,3,NA,NA,NA,1,1,4,1,2,2,4,4,4,4,2,2,2,2,2,2,2,2,2,2,NA,2,NA,2,NA,1,1,1,9,6,0,7,702,1,1,1,1,1,1,20,1,2,2,1,1,1,1,1,1
56056,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,17001,2,1,2,1,1,1,1,NA,0,17,1,1,12,1,48,1,1,4,1,1,4,4,4,4,4,3,3,4,3,3,4,4,4,4,1,2,2,NA,2,NA,1,1,1,9,6,1,6,602,1,1,1,1,1,1,32,1,2,2,1,1,1,1,1,1
56124,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,3,17001,1,1,2,3,1,1,1,NA,0,17,2,3,NA,NA,NA,1,1,4,1,2,4,4,4,4,4,5,5,5,4,4,4,4,4,4,1,2,1,1,1,1,3,1,3,9,6,0,7,702,3,1,3,1,3,1,66,1,3,3,NA,NA,1,1,1,NA
56124,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,3,17001,1,1,2,3,1,1,1,NA,0,17,2,3,NA,NA,NA,1,1,4,1,2,4,4,4,4,4,5,5,5,4,4,4,4,4,4,1,2,1,1,1,1,3,1,3,9,6,0,7,702,3,1,3,1,3,1,24,3,1,1,1,1,3,1,3,1
56124,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,3,17001,1,1,2,3,1,1,1,NA,0,17,2,3,NA,NA,NA,1,1,4,1,2,4,4,4,4,4,5,5,5,4,4,4,4,4,4,1,2,1,1,1,1,3,1,3,9,6,0,7,702,3,1,3,1,3,2,54,2,3,3,NA,NA,2,1,2,NA
56221,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,3,17001,2,1,3,3,1,1,1,NA,0,17,2,2,NA,NA,NA,1,1,5,1,2,4,4,4,4,4,1,2,3,4,4,4,4,4,4,1,1,1,1,1,1,3,1,3,9,6,0,6,603,1,1,3,1,3,1,26,3,1,1,1,1,3,1,3,1
